일시,기온
2017-01-27,-0.241666667
2017-01-28,-2.504166667
2017-01-29,1.920833333
2017-01-30,-2.9125
2017-01-31,-6.291666667
2017-02-01,-3.479166667
2017-02-02,-2.745833333
2017-02-03,0.783333333
2017-02-04,0.7125
2017-02-05,2.554166667
2017-02-06,-0.370833333
2017-02-07,-2.025
2017-02-08,-1.520833333
2017-02-09,-3.145833333
2017-02-10,-4.954166667
2017-02-11,-4.1375
